age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,employee_id
20.0,Private,116791,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K,EMP08664
55.0,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K,EMP08665
22.0,Private,216134,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K,EMP08666
60.0,Self-emp-not-inc,143932,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,EMP08667
40.0,Private,217120,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,EMP08668
47.0,State-gov,223944,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K,EMP08669
23.0,Private,185452,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,Canada,<=50K,EMP08670
57.0,Local-gov,44273,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08671
52.0,Private,178983,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,EMP08672
42.0,Private,219288,7th-8th,4,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,EMP08673
25.0,Private,349190,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,EMP08674
41.0,Federal-gov,57924,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08675
40.0,State-gov,270324,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,30,United-States,<=50K,EMP08676
38.0,Private,33001,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,EMP08677
58.0,Private,204021,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Canada,<=50K,EMP08678
26.0,Private,192506,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,EMP08679
57.0,Private,372967,10th,6,Divorced,Adm-clerical,Other-relative,White,Female,0,0,70,Germany,<=50K,EMP08680
42.0,Private,195821,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,EMP08681
17.0,?,127003,9th,5,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K,EMP08682
39.0,Self-emp-not-inc,124090,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08683
28.0,Private,199600,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,EMP08684
51.0,Self-emp-not-inc,218311,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,EMP08685
27.0,Private,167336,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K,EMP08686
41.0,Private,59938,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K,EMP08687
28.0,Private,263728,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08688
73.0,?,180603,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,<=50K,EMP08689
49.0,Private,43910,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K,EMP08690
47.0,Private,190139,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,EMP08691
27.0,Private,109001,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K,EMP08692
42.0,Local-gov,159931,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,EMP08693
32.0,Private,194987,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,EMP08694
32.0,Local-gov,87310,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States,<=50K,EMP08695
27.0,Private,133937,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08696
29.0,Private,207064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,EMP08697
22.0,Private,36011,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,EMP08698
58.0,Self-emp-not-inc,49884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,EMP08699
26.0,Private,229977,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,EMP08700
21.0,Private,64520,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,EMP08701
32.0,?,134886,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,>50K,EMP08702
37.0,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,EMP08703
23.0,Private,202284,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,EMP08704
42.0,Self-emp-not-inc,99185,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,EMP08705
25.0,Private,159662,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,26,United-States,>50K,EMP08706
67.0,Private,197865,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08707
41.0,Local-gov,175149,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,38,United-States,<=50K,EMP08708
49.0,Local-gov,349633,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,EMP08709
18.0,Private,242893,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,EMP08710
25.0,Private,218667,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08711
43.0,State-gov,144811,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,EMP08712
21.0,Private,206861,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,?,<=50K,EMP08713
65.0,Self-emp-not-inc,226215,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,EMP08714
66.0,Private,114447,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K,EMP08715
33.0,Private,124187,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,60,United-States,<=50K,EMP08716
17.0,Private,156501,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K,EMP08717
61.0,?,161279,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,36,United-States,<=50K,EMP08718
38.0,Private,225707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,>50K,EMP08719
43.0,Local-gov,115603,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,EMP08720
40.0,State-gov,506329,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K,EMP08721
76.0,?,172637,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,>50K,EMP08722
42.0,Private,56483,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,EMP08723
43.0,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,EMP08724
76.0,Self-emp-not-inc,33213,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,?,>50K,EMP08725
17.0,Private,137042,10th,6,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,EMP08726
30.0,Self-emp-not-inc,33308,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08727
30.0,Private,158420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Iran,<=50K,EMP08728
22.0,Private,41763,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,EMP08729
53.0,?,220640,Bachelors,13,Divorced,?,Other-relative,Other,Female,0,0,20,United-States,<=50K,EMP08730
28.0,Private,149734,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,52,United-States,<=50K,EMP08731
24.0,Private,349691,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K,EMP08732
47.0,Private,185385,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,EMP08733
34.0,Self-emp-not-inc,174463,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K,EMP08734
26.0,Private,236068,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K,EMP08735
63.0,?,445168,Bachelors,13,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States,<=50K,EMP08736
25.0,Private,91334,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K,EMP08737
28.0,Private,33895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,EMP08738
36.0,Private,214816,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08739
24.0,Private,229773,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08740
51.0,Self-emp-inc,166386,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,<=50K,EMP08741
44.0,Private,266135,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,EMP08742
18.0,Private,300379,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,<=50K,EMP08743
54.0,Federal-gov,392502,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,EMP08744
61.0,Private,73809,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08745
51.0,Private,193720,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,EMP08746
43.0,Private,316183,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,EMP08747
51.0,Private,162944,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08748
50.0,Local-gov,186888,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K,EMP08749
27.0,?,330132,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K,EMP08750
24.0,Private,192017,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K,EMP08751
20.0,State-gov,161978,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,EMP08752
52.0,Private,202930,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,EMP08753
57.0,Local-gov,323309,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08754
49.0,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,EMP08755
42.0,Self-emp-inc,204033,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,?,<=50K,EMP08756
22.0,Private,271274,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08757
38.0,Private,174242,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,EMP08758
21.0,Private,209483,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,EMP08759
52.0,Self-emp-not-inc,102346,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K,EMP08760
25.0,Private,181666,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,EMP08761
50.0,Private,207367,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,Cuba,<=50K,EMP08762
35.0,State-gov,82622,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K,EMP08763
50.0,Private,202296,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,EMP08764
58.0,Private,142182,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,EMP08765
48.0,Federal-gov,94342,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,EMP08766
30.0,Private,41493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K,EMP08767
18.0,Private,181712,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K,EMP08768
29.0,Self-emp-not-inc,164607,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08769
52.0,Self-emp-not-inc,41496,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,EMP08770
36.0,Local-gov,196529,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,EMP08771
24.0,Private,157332,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,42,United-States,<=50K,EMP08772
30.0,Local-gov,154935,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K,EMP08773
23.0,Private,223231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K,EMP08774
35.0,?,253860,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,20,United-States,<=50K,EMP08775
21.0,Private,362589,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,EMP08776
28.0,Private,94880,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,Mexico,<=50K,EMP08777
20.0,Private,309580,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08778
18.0,Private,130389,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,<=50K,EMP08779
21.0,Private,349365,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,EMP08780
27.0,Private,376936,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08781
42.0,Private,179557,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08782
21.0,Private,105577,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,EMP08783
51.0,Private,224207,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,EMP08784
27.0,Federal-gov,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08785
23.0,Self-emp-not-inc,191283,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08786
22.0,State-gov,186569,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,12,United-States,<=50K,EMP08787
59.0,Private,43221,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,EMP08788
38.0,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08789
20.0,Private,203003,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,EMP08790
90.0,Private,141758,9th,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08791
35.0,Private,113322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,EMP08792
50.0,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K,EMP08793
45.0,Private,214068,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,EMP08794
44.0,Private,116632,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,EMP08795
23.0,Private,240160,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08796
34.0,Private,516337,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,EMP08797
23.0,Self-emp-inc,284651,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K,EMP08798
39.0,State-gov,141420,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,EMP08799
19.0,Private,42750,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,United-States,<=50K,EMP08800
54.0,Private,165278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,EMP08801
40.0,Private,167265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K,EMP08802
44.0,Private,139907,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,EMP08803
31.0,Self-emp-inc,236415,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,EMP08804
25.0,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,<=50K,EMP08805
33.0,Private,118941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K,EMP08806
32.0,Private,198068,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,EMP08807
36.0,Private,373952,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,EMP08808
47.0,Self-emp-not-inc,236111,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,55,United-States,>50K,EMP08809
80.0,Private,157778,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,<=50K,EMP08810
21.0,Private,143604,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K,EMP08811
35.0,Self-emp-not-inc,319831,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,EMP08812
77.0,?,132728,Masters,14,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,<=50K,EMP08813
35.0,?,61343,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,EMP08814
49.0,Private,268234,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,EMP08815
53.0,Self-emp-not-inc,34973,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,EMP08816
41.0,Private,323790,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,<=50K,EMP08817
57.0,Private,319733,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,>50K,EMP08818
21.0,?,180339,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K,EMP08819
19.0,Private,125591,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,EMP08820
28.0,Private,60772,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K,EMP08821
29.0,Self-emp-not-inc,141185,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K,EMP08822
38.0,?,204668,Assoc-voc,11,Separated,?,Unmarried,White,Female,0,0,25,United-States,<=50K,EMP08823
26.0,Private,273792,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,EMP08824
40.0,Private,343068,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08825
36.0,Self-emp-not-inc,177907,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,EMP08826
28.0,Private,144063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,EMP08827
25.0,Self-emp-not-inc,257574,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K,EMP08828
42.0,Self-emp-not-inc,67065,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,EMP08829
32.0,Private,183356,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08830
32.0,Private,152940,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K,EMP08831
37.0,Private,227128,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08832
39.0,Local-gov,45607,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K,EMP08833
49.0,Private,155489,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08834
28.0,?,230704,HS-grad,9,Never-married,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K,EMP08835
24.0,?,267955,9th,5,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K,EMP08836
19.0,Private,165115,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08837
31.0,Private,49923,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,EMP08838
40.0,Private,272240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08839
29.0,Private,255476,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,<=50K,EMP08840
59.0,Private,194290,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K,EMP08841
52.0,Private,145548,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,EMP08842
27.0,Private,175262,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08843
45.0,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,EMP08844
58.0,Private,137547,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,EMP08845
53.0,Private,276515,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Cuba,<=50K,EMP08846
23.0,Private,174626,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K,EMP08847
35.0,Private,215310,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,EMP08848
49.0,Private,332355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,EMP08849
49.0,Private,204057,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08850
25.0,Private,391591,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08851
47.0,Private,169092,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K,EMP08852
28.0,Private,230743,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08853
20.0,Private,190963,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K,EMP08854
74.0,?,204840,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,56,Mexico,<=50K,EMP08855
19.0,Private,169853,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K,EMP08856
31.0,Private,202822,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,EMP08857
61.0,?,226989,Some-college,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,EMP08858
30.0,Private,140011,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,<=50K,EMP08859
20.0,?,432376,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,Germany,<=50K,EMP08860
35.0,Private,90273,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,>50K,EMP08861
23.0,Private,224424,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08862
25.0,Private,168943,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K,EMP08863
19.0,Private,571853,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,EMP08864
30.0,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,EMP08865
26.0,Private,108542,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,EMP08866
34.0,Local-gov,194325,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,EMP08867
49.0,Private,114797,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,EMP08868
38.0,Private,204756,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,EMP08869
36.0,Private,228190,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States,<=50K,EMP08870
33.0,Private,163392,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K,EMP08871
54.0,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,EMP08872
19.0,Local-gov,169853,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08873
18.0,Never-worked,206359,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08874
60.0,Private,224097,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,EMP08875
28.0,Self-emp-not-inc,160786,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,EMP08876
43.0,Self-emp-not-inc,190044,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,EMP08877
49.0,Local-gov,145290,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,EMP08878
25.0,Private,120268,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,70,United-States,<=50K,EMP08879
17.0,Private,327434,10th,6,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,EMP08880
